version,hilos,n_solicitado,frame,fase,update_ms,mobs_ms,build_ms,sombras_ms,cpu_ms,frame_ms,fps
paralelo,12,2000000,264,sostenido,1.52620,0.00030,3.29240,0.00010,4.82020,9.10170,109.870
paralelo,12,2000000,265,sostenido,1.18110,0.00020,2.68240,0.00020,3.86550,7.78920,128.383
paralelo,12,2000000,266,sostenido,1.34020,0.00040,3.22090,0.00010,4.56290,9.17180,109.030
paralelo,12,2000000,267,sostenido,1.12690,0.00020,2.39740,0.00010,3.52540,7.29770,137.029
paralelo,12,2000000,268,sostenido,1.45160,0.00040,3.44380,0.00020,4.89730,9.24850,108.126
paralelo,12,2000000,269,sostenido,1.14610,0.00030,2.47880,0.00010,3.62640,7.94920,125.799
paralelo,12,2000000,270,sostenido,1.27340,0.00040,2.45390,0.00010,3.72900,7.63970,130.895
paralelo,12,2000000,271,sostenido,1.03590,0.00020,2.40760,0.00010,3.44500,7.49620,133.401
paralelo,12,2000000,272,sostenido,1.26150,0.00030,3.02120,0.00030,4.28420,8.15140,122.678
paralelo,12,2000000,273,sostenido,1.12040,0.00040,2.95510,0.00020,4.07750,8.19970,121.956
paralelo,12,2000000,274,sostenido,1.14580,0.00040,3.73100,0.00020,4.87840,8.94940,111.739
paralelo,12,2000000,275,sostenido,1.09270,0.00020,3.12870,0.00020,4.22300,8.26780,120.951
paralelo,12,2000000,276,sostenido,1.34340,0.00020,3.01470,0.00010,4.35950,8.18580,122.163
paralelo,12,2000000,277,sostenido,1.55940,0.00030,4.33090,0.00030,5.89180,9.84720,101.552
paralelo,12,2000000,278,sostenido,1.72950,0.00050,3.12940,0.00010,4.86070,9.06850,110.272
paralelo,12,2000000,279,sostenido,1.07990,0.00030,2.50240,0.00010,3.58370,7.39180,135.285
paralelo,12,2000000,280,sostenido,1.32370,0.00020,3.07150,0.00020,4.39640,8.58040,116.545
paralelo,12,2000000,281,sostenido,1.08050,0.00020,2.56870,0.00020,3.65070,7.42810,134.624
paralelo,12,2000000,282,sostenido,1.42330,0.00020,3.20250,0.00020,4.62730,8.74040,114.411
paralelo,12,2000000,283,sostenido,1.06530,0.00020,2.43460,0.00020,3.50100,7.59010,131.751
paralelo,12,2000000,284,sostenido,1.37920,0.00040,3.02710,0.00010,4.40800,8.31450,120.272
paralelo,12,2000000,285,sostenido,1.02310,0.00060,2.39500,0.00010,3.41990,7.45040,134.221
paralelo,12,2000000,286,sostenido,1.02930,0.00020,3.38630,0.00020,4.41690,8.52030,117.367
paralelo,12,2000000,287,sostenido,1.11120,0.00030,2.41420,0.00010,3.52690,7.52380,132.912
paralelo,12,2000000,288,sostenido,1.03580,0.00010,3.44440,0.00020,4.48190,8.48790,117.815
paralelo,12,2000000,289,sostenido,2.20610,0.00030,5.33780,0.00020,7.54590,11.68950,85.547
paralelo,12,2000000,290,sostenido,2.21860,0.00030,5.90410,0.00030,8.12440,12.02930,83.130
paralelo,12,2000000,291,sostenido,1.63890,0.00030,5.86600,0.00010,7.50620,11.42350,87.539
paralelo,12,2000000,292,sostenido,1.09790,0.00020,2.50570,0.00000,3.60470,7.58040,131.919
paralelo,12,2000000,293,sostenido,1.75110,0.00030,9.04910,0.00030,10.80190,14.97270,66.788
paralelo,12,2000000,294,sostenido,2.24500,0.00040,8.95230,0.00020,11.19940,15.78730,63.342
paralelo,12,2000000,295,sostenido,1.49720,0.00020,3.98570,0.00030,5.48470,9.89500,101.061
paralelo,12,2000000,296,sostenido,2.10160,0.00030,3.71340,0.00030,5.81680,10.06990,99.306
paralelo,12,2000000,297,sostenido,1.39470,0.00020,3.23200,0.00020,4.62810,8.43530,118.549
paralelo,12,2000000,298,sostenido,1.04800,0.00020,2.39840,0.00000,3.44790,7.48690,133.567
paralelo,12,2000000,299,sostenido,1.24330,0.00020,3.32380,0.00020,4.56850,8.64190,115.715
paralelo,12,2000000,300,sostenido,1.32910,0.00020,2.81870,0.00020,4.14920,8.25640,121.118
