version,hilos,n_solicitado,frame,fase,update_ms,mobs_ms,build_ms,sombras_ms,cpu_ms,frame_ms,fps
paralelo,12,2000000,253,sostenido,1.11180,0.00020,2.43860,0.00020,3.55180,8.46910,118.076
paralelo,12,2000000,254,sostenido,1.79520,0.00030,3.18750,0.00020,4.98440,9.09450,109.957
paralelo,12,2000000,255,sostenido,1.12030,0.00010,2.70940,0.00020,3.83100,7.65980,130.552
paralelo,12,2000000,256,sostenido,1.18770,0.00000,2.45080,0.00020,3.63960,7.47430,133.792
paralelo,12,2000000,257,sostenido,1.01080,0.00030,2.46780,0.00000,3.47970,7.80630,128.102
paralelo,12,2000000,258,sostenido,1.24620,0.00020,2.43030,0.00020,3.67800,7.49840,133.362
paralelo,12,2000000,259,sostenido,1.03690,0.00020,2.42570,0.00020,3.46430,7.74130,129.177
paralelo,12,2000000,260,sostenido,1.35950,0.00020,3.18030,0.00030,4.54140,8.39760,119.082
paralelo,12,2000000,261,sostenido,1.09550,0.00020,2.82200,0.00020,3.91900,8.17140,122.378
paralelo,12,2000000,262,sostenido,1.20980,0.00040,2.61590,0.00020,3.82760,7.68330,130.152
paralelo,12,2000000,263,sostenido,1.05140,0.00040,2.60150,0.00010,3.65430,7.56090,132.259
