version,hilos,n_solicitado,frame,fase,update_ms,mobs_ms,build_ms,sombras_ms,cpu_ms,frame_ms,fps
secuencial,1,2000000,235,sostenido,3.87330,0.00050,10.68580,0.00010,14.56080,21.36950,46.796
secuencial,1,2000000,236,sostenido,3.17650,0.00040,8.72110,0.00010,11.89960,19.28980,51.841
secuencial,1,2000000,237,sostenido,3.62220,0.00020,9.89360,0.00010,13.51690,21.11720,47.355
secuencial,1,2000000,238,sostenido,3.16450,0.00030,8.98430,0.00010,12.15010,19.83400,50.418
secuencial,1,2000000,239,sostenido,3.61780,0.00030,9.79100,0.00010,13.41030,20.70260,48.303
secuencial,1,2000000,240,sostenido,3.56000,0.00040,8.25420,0.00000,11.81570,19.33060,51.731
secuencial,1,2000000,241,sostenido,3.34810,0.00030,8.60620,0.00000,11.95570,19.71990,50.710
secuencial,1,2000000,242,sostenido,3.22500,0.00030,9.18160,0.00020,12.40830,21.53810,46.429
secuencial,1,2000000,243,sostenido,3.29340,0.00030,8.91180,0.00010,12.20670,19.72410,50.699
secuencial,1,2000000,244,sostenido,3.37420,0.00030,8.62320,0.00010,11.99880,19.48440,51.323
secuencial,1,2000000,245,sostenido,3.26110,0.00050,9.62540,0.00020,12.88840,23.70610,42.183
secuencial,1,2000000,246,sostenido,4.49840,0.00030,8.94060,0.00020,13.44070,21.81440,45.841
secuencial,1,2000000,247,sostenido,3.38180,0.00050,9.84650,0.00020,13.23020,20.82760,48.013
secuencial,1,2000000,248,sostenido,3.66470,0.00040,8.73720,0.00000,12.40340,19.40500,51.533
secuencial,1,2000000,249,sostenido,3.39430,0.00030,8.16250,0.00010,11.55820,19.50450,51.270
secuencial,1,2000000,250,sostenido,3.21690,0.00040,8.19240,0.00000,11.41080,19.57030,51.098
secuencial,1,2000000,251,sostenido,3.16240,0.00040,9.54400,0.00030,12.70890,19.98290,50.043
secuencial,1,2000000,252,sostenido,3.24490,0.00030,8.99330,0.00010,12.23960,19.73810,50.663
secuencial,1,2000000,253,sostenido,3.21240,0.00030,8.21500,0.00010,11.42870,18.72250,53.412
secuencial,1,2000000,254,sostenido,3.28930,0.00070,8.36840,0.00010,11.65960,19.21710,52.037
secuencial,1,2000000,255,sostenido,3.51130,0.00030,11.36330,0.00020,14.87640,22.70650,44.040
secuencial,1,2000000,256,sostenido,3.41400,0.00040,8.44800,0.00000,11.86350,18.70470,53.462
secuencial,1,2000000,257,sostenido,3.27090,0.00040,8.30310,0.00010,11.57560,18.67350,53.552
secuencial,1,2000000,258,sostenido,3.21520,0.00050,8.83950,0.00020,12.05630,19.09940,52.358
secuencial,1,2000000,259,sostenido,3.13380,0.00020,9.42120,0.00010,12.55620,19.80880,50.483
secuencial,1,2000000,260,sostenido,3.88470,0.00030,8.23050,0.00010,12.11670,20.08000,49.801
secuencial,1,2000000,261,sostenido,3.21130,0.00030,8.32980,0.00020,11.54230,20.27350,49.325
secuencial,1,2000000,262,sostenido,3.18130,0.00020,9.24640,0.00010,12.42920,19.61870,50.972
secuencial,1,2000000,263,sostenido,3.16760,0.00040,8.55920,0.00010,11.72850,19.11050,52.327
